ugc
396,MCG+8-2-10,14.4,12,35,DWRF EL,11
397,MCG+1-2-41,1.1,0.9,,Sa-b,14.4
398,MCG+4-2-40,1.5,1.1,25,Sa,14.6
399,MCG+1-2-44,1.2,0.6,83,Sb/SBc,14.8
400,MCG+5-2-37,1.2,1.1,,,15.2
401,MCG+0-2-104,2.4,1.1,167,SBa,13.9
402,MCG+1-2-46,1.6,1.3,20,S0,14.8
403,MCG+2-2-26,1.2,0.6,55,S,
404,MCG+2-2-27,1.2,0.5,40,Sc-IRR,15.3
405,MCG+0-2-110,1.3,1.1,15,SB0,
406,MCG+0-2-107,1.4,1.4,,S?,14.2
407,MCG+0-2-105,1.7,1.7,,COMPACT,13.9
408,MCG+0-2-103,1.7,1.6,,COMPACT,14.3
409,MCG+1-2-45,1.2,0.8,40,S-IRR,15.6
410,MCG+1-2-47,1.8,1.8,,COMPACT,14.9
411,MCG+4-2-42,1.2,0.9,100,COMPACT,14.5
412,MCG+5-2-0,1,0.2,11,S0-a,15.5
413,MCG+0-2-106,1.1,0.5,13,S,15.1
414,MCG+0-2-109,1.3,1.3,,Sc,14.1
415,MCG+0-2-111,1.3,0.8,160,S0,15
416,MCG+1-2-49,1.4,1.1,10,,16.5
417,MCG+1-2-0,1,1,,DWARF,18
418,MCG+1-2-50,2.1,0.25,98,Sb,15.2
419,MCG+0-2-115,2.3,2.1,155,Sc/SBc,14.7
420,MCG+0-2-112,2,1.2,161,SBc,14
421,MCG+0-2-113,1,0.4,153,S,15.5
422,MCG+1-2-51,1.4,1.2,,SB,15
423,MCG+0-2-116,1.4,1.4,,COMPACT,14.6
424,MCG+3-2-0,1,1,,,18
425,MCG+4-2-0,0.7,0.5,,SB,14.5
426,MCG+7-2-14,19,12,170,E,9.4
427,MCG+8-2-11,1.5,0.6,64,Sc,15.7
428,MCG+5-2-0,1.3,1.1,,,16
429,MCG+1-2-0,1.4,1,120,S0,15.6
430,MCG+0-2-119,1.2,0.3,44,S0,16
431,MCG+5-2-0,1.2,1,,VY CMPT,15.1
432,MCG+0-2-121,1.3,1,0,Sb,14.8
433,MCG+5-2-38,1.9,0.3,74,Sc,14.6
434,MCG+8-2-0,1.2,0.6,103,Sb-c,16.5
435,MCG+0-2-124,1.2,0.8,25,,15.6
436,MCG+3-2-23,1.8,1.7,,SBa,14.8
437,MCG+0-2-0,1,1,,DWRF SP,18
438,MCG+4-2-44,2.2,1.7,35,Sc,13
439,MCG+0-2-125,1.2,1.2,,Sa,14.4
440,MCG+6-2-13,1.3,1.2,,S,15.5
441,MCG+2-2-0,1,0.8,,S,16.5
442,MCG+5-2-0,1.8,0.9,175,Sc,15.4
443,MCG+5-2-0,1.1,0.3,0,Sc,15.5
444,MCG+6-2-15,1.2,0.8,160,S?,14
445,MCG+5-2-0,1,0.4,43,SBb,16
446,MCG+5-2-0,1.2,1,,DWRF IR,17
447,MCG+2-2-0,1,0.9,,S,16.5
448,MCG+5-2-40,2.2,2.1,,Sc,14.4
