pln
Vd 1-3,PK344+3.1,16 49.5,-39 21,stellar,,19.1,,,Sco,Record:  17.5- 20-
Vd 1-4,PK345+3.1,16 50.4,-39 08,5,,15.7,,,Sco,Record:  17.5+ 20+
Vd 1-5,PK344+2.1,16 51.6,-40 03,stellar,,16.9,,6.65,Sco,Record:  17.5- 20-
Vd 1-6,PK345+3.2,16 54.5,-38 44,20,,15.4,,,Sco,Record:  17.5- 20-
Vd 1-8,PK347+1.1,17 04.6,-37 53,stellar,,17.2,,,Sco,Record:   20-
Vd 1-9,PK343-1.1,17 05.6,-43 56,stellar,,18.5,,,Sco,Record:   20-
Ve 26,PK265-2.1,08 43.4,-46 07,5,,17.5,,12.10,Vel,Record:   20+
Vo 1,,06 59.5,-79 39,stellar,,18.8,,,Men,Record:   20?
Vo 2,PK257-2.1,08 16.2,-39 52,8,,18.3,,13.92,Pup,Record:   20-
Vo 3,PK260+0.1,08 37.4,-40 38,36,,,,,Vel,Record:   20-
Vo 4,PK310+1.1,13 53.4,-60 34,stellar,,19.1,,10.95,Cen,Record:   20-
V-V 3-5,PK14-5.1,18 36.5,-19 19,stellar,,15.2,13.2,7.05,Sgr,Record: 17.5+ 17.5+ 20+
V-V 3-6,PK14-5.2,18 37.2,-19 02,stellar,,14.5,,6.35,Sgr,Record: 17.5+ 17.5+ 8+
Vy 1-1,PK118-8.1,00 18.7,+53 52,5,,12.6,14.1,7.31,Cas,Record: 13+ 17.5+ 8+
Vy 1-2,PK53+24.1,17 54.4,+28 00,5x4,2,12.3,17.6,6.66,Her,Record: 13+ 17.5+ 8+
Vy 1-4,PK27-3.2,18 54.0,-06 26,15,1,13.6,15.6,10.59,Sct,Record: 17.5+ 17.5+ 8+
Vy 2-1,PK7-6.2,18 28.0,-26 07,7,1,12.9,16.6,8.23,Sgr,Record: 13+ 17.5+ 8+
Vy 2-2,PK45-2.1,19 24.4,+09 54,14,1,12.7,14.6,9.54,Aql,Record: 17.5+ 17.5+ 8+
Vy 2-3,PK107-13.1,23 23.0,+46 54,5,2,13.5,14.36,8.10,And,Record: 13+ 17.5+ 8+
We 1-1,PK121+3.1,00 38.9,+66 24,19,,22.0,22.0,19.47,Cas,Record:  17.5- 20-
We 1-10,PK86+5.1,20 31.9,+48 53,190,,13.5,,,Cyg,Record:  17.5- 20-
We 1-11,PK91+1.1,21 10.9,+50 47,25,,,,,Cyg,Record:  17.5- 20-
We 1-2,PK160-0.1,04 46.7,+44 28,92,,17.9,,,Per,Record:  17.5- 20-
We 1-3,PK163-0.1,04 54.5,+42 17,115,,17.3,,,Aur,Record:  17.5- 20-
We 1-4,PK201-4.1,06 14.6,+07 35,40,,17.0,,,Ori,Record:  17.5- 20-
We 1-5,PK216-4.1,06 41.6,-05 03,15,,17.9,,14.89,Mon,Record:   20-
We 1-6,PK224+1.1,07 17.4,-10 11,62,,,,,Mon,Record:   20-
We 1-7,PK21-3.1,18 44.1,-12 13,17,,,,,Sct,Record:   20-
We 1-9,PK65-3.1,20 09.1,+26 27,24,,,,,Cyg,Record: 17.5- 17.5- 20-
We 2-245,PK87-3.1,21 18.1,+43 49,35,,,,,Cyg,Record:  17.5- 20-
We 2-34,PK210+3.1,07 00.4,+04 21,230,,,,,Mon,Record:   20-
We 2-5,PK129-2.1,01 42.6,+60 10,195x94,,,,,Cas,Record:   20-
We 3-1,PK44+10.1,18 34.0,+14 49,135,,,,,Her,Record:   20+
WeDe 1,PK197-6.1,05 59.4,+10 42,925,,,,,Ori,Record:   20-
WeSb 1,PK124-7.1,01 00.9,+55 04,150,,,,,Cas,Record:   20-
WeSb 2,PK183+5.1,06 16.2,+28 22,135,,,,,Aur,Record:   20-
WeSb 3,PK28+10.1,18 06.0,+00 23,36,,16.8,,15.69,Oph,Record:   20-
WeSb 4,PK31-0.1,18 50.7,-01 03,30,,,,,Aql,Record:   20-
WeSb 5,PK58-5.1,20 01.7,+19 55,150,,,,,Sge,Record:  17.5+ 20+
WhMe 1,PK51+2.1,19 15.0,+17 23,stellar,,17.1,,8.95,Sge,Record:   20?
Wray 16-120,PK302+2.1,12 45.9,-60 20,12,,16.3,,12.80,Cru,Record:   20+
Wray 16-121,PK302-0.2,12 48.5,-63 50,48,,15.0,,14.51,Cru,Record:   20+
Wray 16-122,PK304+5.2,13 00.7,-56 53,36,,13.5,,12.39,Cen,Record:   8+
Wray 16-128,PK307+5.1,13 24.4,-57 31,18,,14.3,,11.68,Cen,Record:   20+
Wray 16-189,PK330+4.2,15 51.3,-48 26,15,,14.9,,11.89,Nor,Record:   20+
Wray 16-199,PK332+3.1,16 00.4,-48 16,8,,,,,Nor,Record:   20-
Wray 16-20,PK260-3.1,08 23.7,-43 13,60,,17.0,,17.00,Pup,Record:   20-
Wray 16-22,PK255+3.1,08 36.3,-35 16,20,,,,,Pyx,Record:   20+
Wray 16-266,PK337-9.1,17 22.6,-52 47,18,,16.4,,13.78,Ara,Record:   20-
Wray 16-278,PK344-6.1,17 30.1,-45 23,stellar,,17.7,,9.55,Sco,Record:   20-
Wray 16-286,PK351-1.1,17 33.0,-36 44,stellar,,16.1,,7.95,Sco,Record:   20+
Wray 16-363,PK0-4.3,18 04.7,-31 03,6,,,,,Sgr,Record:   20-
Wray 16-385,PK351-10.1,18 12.9,-41 30,8,,14.9,,10.52,CrA,Record:   20+
Wray 16-411,PK353-12.1,18 26.7,-40 30,30,,15.5,,13.99,CrA,Record:   20+
Wray 16-423,PK6-19.1,19 22.2,-31 31,stellar,,13.4,,5.25,Sgr,Record: 17.5+ 17.5+ 8+
Wray 16-93,PK292+1.3,11 30.8,-59 17,12,,16.1,,12.50,Cen,Record:   20+
Wray 17-1,PK258-15.1,07 14.8,-46 57,82,,11.8,13.8,12.48,Pup,Record:   8+
Wray 17-107,PK2-3.7,18 04.1,-28 28,12,,17.3,,13.80,Sgr,Record:   20-
Wray 17-18,PK262-4.1,08 23.9,-45 31,20,,15.4,,13.01,Vel,Record:   20+
Wray 17-20,PK264-3.1,08 34.5,-46 26,60,,,,,Vel,Record:   20-
Wray 17-31,PK277-3.2,09 31.5,-56 18,110,,14.7,,16.02,Vel,Record: 13+  8+
Wray 17-40,PK286-6.2,10 06.9,-64 22,60,,15.0,,15.00,Car,Record:   20+
Wray 17-59,PK305-3.1,13 19.5,-66 09,24,,14.5,,12.51,Mus,Record:   8+
Y-C 2-32,PK13-10.1,18 55.5,-21 50,15,,13.3,16.70,10.29,Sgr,Record: 17.5+  8+
Y-C 2-5,PK240+7.1,08 10.7,-20 32,8,,14.4,15.65,10.02,Pup,Record: 17.5+  8+
YM 16,PK38+2.1,18 54.9,+06 03,350x265,,13.0,,16.53,Ser,Record:  17.5+ 20-
